NAME,B26001_001E,B02014_001E,B16005_007E,B16005_008E,B16005_012E,B16005_013E,B16005_017E,B16005_022E,B16005_023E,B16005_029E,B16005_030E,B16005_034E,B16005_035E,B16005_039E,B16005_040E,B16005_044E,B16005_045E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,state,county,tract,YEAR
"Census Tract 9624.02, Sierra County, New Mexico",0,0,0,0,0,0,0,0,0,44,37,0,0,0,0,0,0,148,216,68,206,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,35,051,962402,2019
"Census Tract 9400, Taos County, New Mexico",0,266,27,0,0,0,0,3,0,10,0,0,0,0,0,0,0,85,64,19,89,74,0,0,0,0,0,0,20,7,0,31,4,2,0,0,0,0,0,0,0,0,0,0,0,0,12,5,35,055,940000,2019
"Census Tract 9401, Taos County, New Mexico",84,1398,27,5,0,0,0,0,0,218,23,4,0,0,0,0,0,512,196,39,709,238,0,0,0,0,0,0,41,35,21,64,44,28,0,0,0,13,0,0,0,0,0,0,0,0,39,4,35,055,940100,2019
"Census Tract 9636, Torrance County, New Mexico",315,27,50,0,0,0,0,0,0,58,67,0,0,0,0,0,0,410,209,46,431,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,057,963600,2019
"Census Tract 9502, Union County, New Mexico",648,86,23,0,0,0,0,0,0,53,6,0,0,1,0,0,0,151,84,74,212,149,5,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,35,059,950200,2019
"Census Tract 18.04, Doña Ana County, New Mexico",25,0,40,133,0,0,0,0,0,509,390,0,0,0,0,0,0,157,202,13,178,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,35,013,001804,2019
"Census Tract 13.03, Doña Ana County, New Mexico",134,9,202,0,0,0,0,0,0,166,39,0,0,0,0,0,0,425,296,28,552,291,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001303,2019
"Census Tract 14, Doña Ana County, New Mexico",40,8,83,99,0,0,0,0,0,473,459,0,0,0,0,0,0,184,144,0,219,132,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001400,2019
"Census Tract 15, Doña Ana County, New Mexico",1331,181,0,0,0,0,0,0,0,362,20,0,0,0,0,0,0,433,316,59,403,382,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001500,2019
"Census Tract 17.05, Doña Ana County, New Mexico",0,0,15,56,0,0,0,0,0,356,299,0,0,0,0,0,0,135,31,24,111,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,35,013,001705,2019
"Census Tract 1.02, Doña Ana County, New Mexico",0,186,23,0,0,0,0,0,0,31,18,0,0,0,0,0,0,114,77,42,158,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,35,013,000102,2019
"Census Tract 1.03, Doña Ana County, New Mexico",0,45,32,0,0,0,0,0,0,388,151,0,0,0,0,0,0,116,85,18,97,121,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,35,013,000103,2019
"Census Tract 12.03, Doña Ana County, New Mexico",0,20,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,69,15,156,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001203,2019
"Census Tract 12.05, Doña Ana County, New Mexico",136,17,24,0,0,0,0,0,0,3,0,7,0,11,0,0,0,194,200,89,233,269,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,013,001205,2019
"Census Tract 1.04, Doña Ana County, New Mexico",0,92,19,0,0,0,0,0,0,70,14,0,0,23,0,0,0,240,111,29,264,139,0,0,0,0,0,0,11,0,0,9,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,8,35,013,000104,2019
"Census Tract 4.02, Doña Ana County, New Mexico",33,24,71,0,0,0,0,0,0,220,207,0,0,0,0,0,0,127,82,105,289,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,35,013,000402,2019
"Census Tract 6, Lea County, New Mexico",134,20,10,2,0,0,0,0,0,162,76,0,0,0,0,0,0,83,108,40,285,248,2,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,025,000600,2019
"Census Tract 9, Lea County, New Mexico",0,12,0,11,0,0,0,0,0,160,73,0,0,0,0,0,0,100,76,42,84,51,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,025,000900,2019
"Census Tract 8, Lea County, New Mexico",0,132,0,0,0,0,0,0,7,98,27,0,0,0,0,0,0,118,41,18,158,77,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,025,000800,2019
"Census Tract 10.03, Lea County, New Mexico",453,8,26,10,0,0,0,0,0,289,148,0,0,0,0,0,0,89,53,40,153,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,025,001003,2019
"Census Tract 1, Lea County, New Mexico",95,40,60,3,0,0,0,18,0,322,15,0,0,0,0,0,0,49,67,0,67,57,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,35,025,000100,2019
"Census Tract 4, Lea County, New Mexico",0,13,44,0,0,0,0,0,0,285,64,0,0,0,0,0,0,21,12,0,89,13,8,0,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,025,000400,2019
"Census Tract 2, Lea County, New Mexico",17,53,9,12,0,0,0,0,0,262,76,0,0,0,0,0,0,164,17,10,75,36,0,0,0,3,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,025,000200,2019
"Census Tract 11, Lea County, New Mexico",0,2,19,0,0,0,0,0,0,168,182,0,16,0,0,0,0,282,134,14,150,83,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,025,001100,2019
"Census Tract 5.02, Lea County, New Mexico",31,66,34,0,0,0,0,0,0,93,22,21,0,0,0,0,0,103,88,11,191,115,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,025,000502,2019
"Census Tract 9637, Torrance County, New Mexico",0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,166,68,10,103,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,48,0,35,057,963700,2019
"Census Tract 9, Eddy County, New Mexico",0,67,75,0,0,0,0,0,0,383,37,0,0,0,0,0,0,222,131,49,197,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,015,000900,2019
"Census Tract 4.02, Eddy County, New Mexico",5,38,7,0,0,0,0,0,0,76,9,0,0,0,0,0,0,184,27,9,156,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,015,000402,2019
"Census Tract 2, Eddy County, New Mexico",104,82,18,0,5,0,0,0,0,38,0,0,0,0,0,0,0,326,126,50,219,243,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,015,000200,2019
"Census Tract 4.01, Eddy County, New Mexico",14,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,32,38,179,106,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,35,015,000401,2019
"Census Tract 11, Eddy County, New Mexico",0,0,17,15,0,0,0,0,0,77,30,0,0,0,0,0,0,358,140,51,284,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,015,001100,2019
"Census Tract 7, Eddy County, New Mexico",30,101,32,0,0,0,0,0,0,90,38,0,0,0,0,0,0,212,112,15,331,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,015,000700,2019
"Census Tract 3, Eddy County, New Mexico",116,7,3,0,0,0,0,1,0,80,25,0,0,0,0,0,0,141,69,146,110,150,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,35,015,000300,2019
"Census Tract 10, Eddy County, New Mexico",51,245,98,0,0,0,0,0,0,160,62,0,0,0,0,0,0,92,192,12,207,186,10,0,0,16,25,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,35,015,001000,2019
"Census Tract 6, Eddy County, New Mexico",16,71,0,26,0,0,0,0,0,12,0,0,0,0,0,0,0,148,23,13,226,37,6,15,0,8,15,0,0,33,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,015,000600,2019
"Census Tract 1, Eddy County, New Mexico",331,3,7,0,0,0,0,0,0,14,33,0,0,0,0,0,0,67,24,8,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,015,000100,2019
"Census Tract 5, Eddy County, New Mexico",0,26,13,0,0,0,0,0,0,103,0,0,0,0,0,0,0,128,93,10,162,48,0,25,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,35,015,000500,2019
"Census Tract 8, Eddy County, New Mexico",0,117,4,0,0,0,0,0,0,20,55,0,0,0,0,0,0,82,51,11,106,39,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,015,000800,2019
"Census Tract 9742.02, Cibola County, New Mexico",0,543,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,102,89,11,159,100,0,0,0,0,0,0,31,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,35,006,974202,2019
"Census Tract 9601, De Baca County, New Mexico",25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,42,38,94,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,5,35,011,960100,2019
"Census Tract 9616, Guadalupe County, New Mexico",789,254,92,4,0,0,0,25,0,34,0,0,0,0,0,0,0,183,206,35,230,139,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,35,019,961600,2019
"Census Tract 5, Luna County, New Mexico",34,18,44,0,0,0,0,0,0,47,242,0,0,0,0,0,0,242,161,23,240,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,35,029,000500,2019
"Census Tract 1, Luna County, New Mexico",0,0,53,0,0,0,0,0,0,137,270,0,0,0,0,0,0,326,136,49,356,105,35,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,35,029,000100,2019
"Census Tract 47.43, Bernalillo County, New Mexico",0,347,0,0,0,0,0,0,0,14,49,45,0,21,0,0,0,44,37,0,62,57,2,0,0,4,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,35,001,004743,2019
"Census Tract 47.44, Bernalillo County, New Mexico",0,146,0,0,41,0,0,0,0,21,20,0,0,0,0,0,0,251,69,28,164,64,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,36,0,35,001,004744,2019
"Census Tract 47.45, Bernalillo County, New Mexico",113,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,59,29,240,101,17,0,0,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,35,001,004745,2019
"Census Tract 47.46, Bernalillo County, New Mexico",0,365,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,102,0,224,121,0,0,0,0,0,0,17,0,0,0,0,30,0,0,0,13,0,0,0,0,0,0,26,0,0,0,35,001,004746,2019
"Census Tract 47.47, Bernalillo County, New Mexico",0,166,13,0,0,0,0,0,0,0,0,0,0,0,0,37,0,139,103,29,218,143,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,35,001,004747,2019
"Census Tract 47.48, Bernalillo County, New Mexico",0,149,19,0,0,0,0,0,0,0,55,0,0,0,0,0,0,231,37,0,169,69,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,41,0,0,0,0,0,0,0,0,78,35,001,004748,2019
"Census Tract 47.49, Bernalillo County, New Mexico",94,314,15,0,0,0,0,2,0,24,0,0,0,0,0,0,0,149,22,11,143,46,13,0,3,8,0,0,0,0,0,11,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,3,35,001,004749,2019
"Census Tract 47.50, Bernalillo County, New Mexico",3,286,30,0,0,0,0,0,0,15,104,0,0,0,0,0,31,59,111,10,288,122,11,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,35,001,004750,2019
"Census Tract 47.51, Bernalillo County, New Mexico",5,103,0,0,9,0,0,0,0,0,0,0,0,24,0,0,0,77,81,14,138,67,0,15,0,0,14,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,14,35,001,004751,2019
"Census Tract 47.52, Bernalillo County, New Mexico",0,104,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,69,0,162,103,9,0,0,0,7,0,0,0,0,11,0,8,0,0,0,10,0,0,0,0,0,0,0,0,14,9,35,001,004752,2019
"Census Tract 47.53, Bernalillo County, New Mexico",0,181,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,154,47,9,156,75,17,0,0,13,0,0,15,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,004753,2019
"Census Tract 9405, Bernalillo County, New Mexico",0,84,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,321,229,103,265,185,0,0,0,21,0,35,0,0,0,28,2,0,0,11,0,3,0,0,0,0,0,0,0,0,3,36,35,001,940500,2019
"Census Tract 9406, Bernalillo County, New Mexico",1822,2265,5,0,0,0,0,42,26,134,12,0,0,0,0,0,0,120,20,0,147,122,13,0,0,11,0,0,58,19,5,59,34,17,8,0,0,9,0,0,0,0,0,0,0,0,15,0,35,001,940600,2019
"Census Tract 9407, Bernalillo County, New Mexico",0,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,110,53,8,177,77,23,0,0,0,0,0,0,0,0,0,0,0,0,7,6,35,001,940700,2019
"Census Tract 9764, Catron County, New Mexico",126,2,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,507,192,93,231,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,003,976400,2019
"Census Tract 6, Doña Ana County, New Mexico",0,15,69,0,0,0,0,0,0,103,38,0,0,0,0,0,0,82,61,10,96,146,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,35,013,000600,2019
"Census Tract 9, Doña Ana County, New Mexico",57,221,28,0,0,0,0,0,0,172,44,21,0,0,0,0,0,274,0,34,165,71,0,0,0,14,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,35,013,000900,2019
"Census Tract 11.02, Doña Ana County, New Mexico",0,17,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,185,89,30,132,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,35,013,001102,2019
"Census Tract 13.05, Doña Ana County, New Mexico",0,75,52,0,0,0,0,0,0,183,20,0,0,0,0,0,0,217,28,6,185,46,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,35,013,001305,2019
"Census Tract 16, Doña Ana County, New Mexico",0,10,11,10,0,0,0,0,0,179,172,0,0,0,0,0,0,97,88,22,141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,35,013,001600,2019
"Census Tract 17.01, Doña Ana County, New Mexico",0,48,171,36,0,0,0,0,0,346,132,0,0,0,0,0,0,393,60,58,295,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,013,001701,2019
"Census Tract 17.03, Doña Ana County, New Mexico",0,45,93,0,0,0,0,0,0,198,40,0,0,0,0,0,0,176,104,51,116,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,013,001703,2019
"Census Tract 18.01, Doña Ana County, New Mexico",0,80,57,73,0,0,0,0,0,340,578,0,0,0,0,0,0,154,139,11,322,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,013,001801,2019
"Census Tract 19, Doña Ana County, New Mexico",254,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001900,2019
"Census Tract 2.01, Doña Ana County, New Mexico",1072,118,42,0,0,0,0,0,0,181,47,0,0,1,0,0,0,196,92,61,229,212,0,13,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,35,013,000201,2019
"Census Tract 17.06, Doña Ana County, New Mexico",0,34,42,80,0,0,0,0,0,329,446,0,0,0,0,0,0,147,85,88,113,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001706,2019
"Census Tract 17.07, Doña Ana County, New Mexico",0,8,158,139,0,0,0,0,0,623,764,0,0,0,0,0,0,83,159,0,280,151,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001707,2019
"Census Tract 18.05, Doña Ana County, New Mexico",0,74,60,64,0,0,0,0,0,304,294,0,0,0,0,0,0,80,46,29,112,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,013,001805,2019
"Census Tract 2.02, Doña Ana County, New Mexico",11,69,72,0,0,0,0,0,0,71,66,0,0,0,0,0,0,307,36,43,289,97,0,29,0,0,0,0,16,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,35,013,000202,2019
"Census Tract 13.06, Doña Ana County, New Mexico",20,63,155,4,0,0,0,0,0,20,50,28,0,0,0,0,0,467,151,37,598,190,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001306,2019
"Census Tract 3, Doña Ana County, New Mexico",0,77,10,0,0,0,0,0,0,56,43,0,0,0,0,0,0,141,46,19,211,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,000300,2019
"Census Tract 4.01, Doña Ana County, New Mexico",0,0,30,0,0,0,0,0,0,245,13,0,0,0,13,0,0,207,53,0,136,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,013,000401,2019
"Census Tract 5, Doña Ana County, New Mexico",134,46,21,0,0,0,0,0,0,38,88,0,0,0,0,0,0,97,42,6,60,88,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,013,000500,2019
"Census Tract 7, Doña Ana County, New Mexico",0,150,50,0,0,0,0,0,0,129,65,0,0,0,0,0,0,279,55,37,178,91,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,000700,2019
"Census Tract 8, Doña Ana County, New Mexico",0,44,0,0,0,0,0,0,0,129,59,0,0,9,0,0,0,21,44,20,80,71,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,000800,2019
"Census Tract 10, Doña Ana County, New Mexico",2279,131,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001000,2019
"Census Tract 17.02, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,82,75,0,0,0,0,0,0,113,16,5,118,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001702,2019
"Census Tract 18.02, Doña Ana County, New Mexico",0,19,127,52,0,0,0,0,0,732,528,0,0,0,0,0,0,152,79,14,180,68,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,35,013,001802,2019
"Census Tract 1.07, Bernalillo County, New Mexico",0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,143,10,226,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,35,001,000107,2019
"Census Tract 1.12, Bernalillo County, New Mexico",0,17,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,127,67,3,130,94,0,0,5,5,0,0,0,0,0,0,0,0,20,0,0,11,4,0,0,0,0,0,0,0,0,0,35,001,000112,2019
"Census Tract 2.03, Bernalillo County, New Mexico",0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,58,19,16,85,56,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000203,2019
"Census Tract 4.02, Bernalillo County, New Mexico",12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,90,46,144,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,35,001,000402,2019
"Census Tract 9783.01, Socorro County, New Mexico",32,213,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,153,72,15,107,48,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,35,053,978301,2019
"Census Tract 9783.03, Socorro County, New Mexico",0,171,17,0,0,0,0,31,0,88,42,0,0,0,0,0,0,114,33,5,56,45,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,35,053,978303,2019
"Census Tract 9783.02, Socorro County, New Mexico",413,166,8,0,0,0,0,0,0,0,0,0,0,64,49,0,0,109,55,5,104,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,12,0,35,053,978302,2019
"Census Tract 9782, Socorro County, New Mexico",0,18,7,7,0,0,0,11,0,0,0,0,0,0,0,0,0,109,40,76,193,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,053,978200,2019
"Census Tract 3, Roosevelt County, New Mexico",888,62,15,3,0,0,0,0,0,10,35,0,0,0,0,0,0,55,65,43,94,97,0,0,4,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,041,000300,2019
"Census Tract 2, Roosevelt County, New Mexico",98,61,88,69,0,0,0,0,0,60,172,0,0,0,0,0,0,61,19,6,70,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,35,041,000200,2019
"Census Tract 1, Roosevelt County, New Mexico",32,0,0,0,0,0,0,0,0,35,64,0,0,0,0,0,0,180,16,51,119,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,35,041,000100,2019
"Census Tract 2, Los Alamos County, New Mexico",0,17,28,0,0,0,0,0,0,0,0,0,19,0,0,0,0,168,124,81,299,77,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,35,028,000200,2019
"Census Tract 1, Los Alamos County, New Mexico",0,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,123,26,207,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,35,028,000100,2019
"Census Tract 4, Los Alamos County, New Mexico",101,50,19,0,0,0,0,0,9,0,7,0,0,23,0,0,0,152,80,19,75,63,25,0,0,0,0,0,0,0,0,10,0,9,17,0,0,37,0,0,0,0,0,0,0,0,0,0,35,028,000400,2019
"Census Tract 5, Los Alamos County, New Mexico",0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,130,31,285,246,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,028,000500,2019
"Census Tract 3, Rio Arriba County, New Mexico",16,0,0,0,0,0,0,0,0,40,52,0,0,0,0,0,0,267,142,23,213,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,35,039,000300,2019
